"","x"
"222","RT @OECD: There is a vaccine against #homelessness: It's called #AffordableHousing.

COVID-19 has laid bare the problems of the global hous…"
"223","RT @arstechnica: According to sleuthing by Italian security company Yarix, more than 33 megabytes of data from the European Medicines Agenc…"
"224","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"225","RT @DLeonhardt: Dr. Offit told me we should be greeting the Covid vaccines with the same enthusiasm that greeted the polio vaccine: “It sho…"
"226","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"227","RT @tonyknopp: The incompetent waste of Covid-19 vaccinations sitting unused was totally avoidable. The ignorance and arrogance of those in…"
"228","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"229","RT @hayesdavenport: From @laura_nelson: https://t.co/1URE8xBdpY"
"230","RT @davidsirota: ""So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations that lim…"
"231","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"232","RT @RobertKennedyJr: #Norway health officials have “adjusted their advice” after reporting that 23 #elderly people died shortly after recei…"
"233","RT @ShreshthaRD: #COVIDVaccination Update: American multinational vaccine development co. @Novavax Inc. has proposed an Advance Purchase Ag…"
"234","RT @Almost_Venda: If Covid-19 Vaccine becomes available and ANC (Comrades and their Familes) doesn't steal it, then I will know that Vaccin…"
"235","RT @KellyPuenteLB: Long Beach today is in the process of setting up its COVID vaccine super site in the Convention Center parking lot. Staf…"
"236","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"237","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"238","The vaccine roll out will take time but there is more we can be doing now to open up without adding risk. <U+2066>… https://t.co/7Znf66JaTL"
"239","RT @BonnieinKnoxTN: Fellow Tennesseans.  Just an FYI, our swell @GovBillLee has volunteered us to be guinea pigs for chemicals sprayed in t…"
"240","Biden's Covid vaccine plan is helpful. But here's what's really needed to speed things up. https://t.co/nNQGf7uVnW via @NBCNewsTHINK"
"241","RT @BpsmithUk: *Very worrying* #C4News (at new St Helens vaccine centre) selling the story of people with a single vaccine dose being able…"
"242","@2230Josh @Aftab147 @kateferguson4 BBC Future article 
How effect is a single dose of the Covid vaccine. 
READ IT.… https://t.co/OA4fvEBVLi"
"243","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"244","1/2
Well... I'm having a bit of a quandary!
The news is saying 'clinically extremely vulnerable' will be offered th… https://t.co/SputN15Xrs"
"245","RT @PFEW_Chair: Teachers, shop workers and police could be prioritised in next phase of vaccine rollout | UK News | Sky News https://t.co/b…"
"246","Steve Martin has 'Good news/Bad news' about getting vaccinated - CNN https://t.co/p1qIWeIUkB https://t.co/uMZoz1tJ4G"
"247","RT @lewis_goodall: Great breakdown of the relative effectiveness of each of the different vaccines with one dose vs two here. It's not that…"
"248","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"249","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"250","yerrrrr my dad just got his first round of the covid vaccine <U+0001F920>"
"251","RT @Almost_Venda: If Covid-19 Vaccine becomes available and ANC (Comrades and their Familes) doesn't steal it, then I will know that Vaccin…"
"252","108-Year-Old Italian Woman Receives COVID-19 Vaccine https://t.co/bE84CHhGZM"
"253","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"254","RT @amasehimika147: Pfizer Vaccine causing Patients to get BELL'S PALSY &amp; FACIAL PARALYSIS!!

Four trial participants who received the Pfiz…"
"255","RT @CompleteWM: Parents and Carers of disabled children have been added to the priority list for getting a vaccine. 
All you have to do is…"
"256","RT @DrHirschfield: Link reveals covid-19 vaccine events w/frequency &amp; #'s. It appears that % of deaths from @moderna_tx vaccines is 
3X hig…"
"257","RT @PIBFactCheck: A tweet referring to a news article is claiming that 40 students have been hospitalised after being administered with COV…"
"258","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"259","RT @business: The U.K. reported that the number of first-doses of the Covid-19 vaccine have topped 4 million https://t.co/MZIFRS3yVK"
"260","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"261","RT @CoronaTurkeyEN: Saudi Arabia approves AstraZeneca COVID-19 vaccine for use."
"262","RT @BlancoTarantino: Four trial volunteers who got Pfizer's COVID-19 vaccine developed Bell's palsy - but FDA denies that the temporary fac…"
"263","RT @malaykaridwan: i just saw 3 homeless guys giving each other the covid vaccine under a bridge.  what a caring community we live in <U+0001F64F><U+0001F3FD><U+0001F64F><U+0001F3FD><U+0001F629><U+0001F629>"
"264","Here are the State and County links to register for the COVID-19 Vaccine
State: https://t.co/4VAaRyfmnE
County:… https://t.co/Wf1Lq9WEZa"
"265","Well done to the relatives of hospital staff that used their connections to avail of the COVID vaccine in the inter… https://t.co/LLCZjo5Bjw"
"266","RT @DFisman: Vaccine prioritization in phase II in Ontario: the province has put out a framework, which seems not unreasonable (https://t.c…"
"267","RT @Our_DA: The DA strongly opposes the tax hikes mooted by Treasury Director-General, Dondo Mogajane, to pay for the Covid vaccine program…"
"268","RT @rajpanjabi: Nearly 40 million doses of COVID-19 vaccine have been administered to people in ~50 wealthy countries. 

Just 25 doses have…"
"269","RT @JuliadeCadenet: Hi <U+2066>@IainDale<U+2069> @LBC vaccine roll out is great but why is it other countries who are vaccinating far less are not the no…"
"270","RT @radleybalko: I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus public funds…"
"271","Sea shanties are all the rage on TikTok, and I'm quite pleased this was composed for the COVID vaccine. <U+0001F604> https://t.co/dQvte9gUmz"
"272","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"273","RT @projo: RI doctor reaches out to the Black community about the COVID vaccine https://t.co/S3CWNc2Kf8"
"274","@ohpolly Got the covid vaccine today <U+0001F973>"
"275","RT @timesofindia: Bhutan to receive Oxford-AstraZeneca #COVID19 vaccine from India, says PM Tshering 

https://t.co/b5PlTrxafn via @TOIWorl…"
"276","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"277","SVG being offered 3,000 doses of Russian COVID-19 vaccine. https://t.co/GUisgdK21a"
"278","A big thank you to those people that don’t wanna take the COVID vaccine. Thanks to them, those of us who want it will get it sooner."
"279","Want vaccine? Here’s how to sign up when you’re eligible: VACCINE INFORMATION PAGE State residents ages 75 and over… https://t.co/ewCAiTqbEJ"
"280","I have now had enough and I am going to call out these #COVIDIOTS Over 80 percent of Brits say they can't wait to t… https://t.co/RUBA5LNWIm"
"281","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"282","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"283","Could a dispensary in OKC do this? - This Michigan marijuana dispensary is giving free weed to anyone who got the C… https://t.co/6Hmn9a81eN"
"284","RT @NEWS1130: Tighter COVID-19 restrictions have taken effect in parts of New Brunswick after the province recorded its highest daily total…"
"285","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"286","RT @OxfordBiomedica: We were delighted to welcome the PM @BorisJohnson today at the formal opening of #Oxbox, our manufacturing facility, w…"
"287","Didn't $PFE come out with Covid-19 vaccine? <U+0001F633><U+0001F633><U+0001F633>

12/31/2019 $37.14
12/31/2020 $36.81

Held Jan 40C for a couple mon… https://t.co/TTEJieWhjT"
"288","RT @radleybalko: I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus public funds…"
"289","@TowardsUhuru @rcandy16 @Julius_S_Malema @FloydShivambu @MbuyiseniNdlozi @GardeeGodrich @vuyanipambo @fanamokoena… https://t.co/5EyAbkoz2G"
"290","RT @GiacomoLucaTV: But it’s unclear if they can do it before those vaccines are fully licensed. Here's a look at what the experts say. http…"
"291","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"292","RT @nytimes: India’s coronavirus vaccine rollout, one of the largest in the world, has been hobbled by technical glitches in a mobile phone…"
"293","@Number10cat The news channels all working for #boris all kissing arse #boris is their puppet master the news on co… https://t.co/DqR04IrE7q"
"294","RT @LearningDisEng: Free webinar tomorrow from @jwebUK . Q&amp;As about the Covid 19 vaccine with Dr Danny Douek. Register here: https://t.co/1…"
"295","RT @Henriettaspoon: Is someone at Transgender Trend keeping an eye out for these 70+ folks who’ve been called for a covid vaccine because i…"
"296","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"297","RT @martinmckee: We - @IndependentSage - call for clarity on UK's #COVID strategy in the Sunday Times. We can't just depend on the vaccine,…"
"298","RT @paulconnew1: @campbellclaret One stat shames our Covid deniers&amp; downplaying idiots&amp;lockdown flouters. The UK now has the WORLD's highes…"
"299","Saudi Arabia approves AstraZeneca COVID-19 vaccine for use."
"300","More Than 42.2 Million Shots Given: Covid-19 Vaccine Tracker https://t.co/pbgEN2bEH3"
"301","RT @WSJ: Dollar General is offering employees a deal: Go get a Covid-19 vaccine and receive four hours of pay https://t.co/b52bF4w5OB"
"302","""It has been beset with problems, such as cumbersome bureaucracy and poorly-staffed centers, CNN reported."" 

""The… https://t.co/1wDHiLh4Hq"
"303","CVS and Walgreens slammed for slow nursing home vaccine process - Business Insider

https://t.co/t9SCul8wHK"
"304","RT @joncoopertweets: ICYMI: ‘Absolutely remarkable’: No one who got Moderna’s vaccine in trial developed severe COVID-19  https://t.co/ocUs…"
"305","RT @WSJ: Dollar General is offering employees a deal: Go get a Covid-19 vaccine and receive four hours of pay https://t.co/b52bF4w5OB"
"306","@dr_SDRK Norwegian health officials now say the Pfizer vaccine is safe. The vax had been implicated in 33 deaths of… https://t.co/NyIRsVLVGC"
"307","RT @CarlWillDurham: God, Corbyn certainly hates us, the British. He would have us delay receiving the vaccine, knowing by doing so many of…"
